pr_id,pr_author,reviewed_by,review_state,review_text,reviewed_at
7585,sfc-gh-vrpatel,sfc-gh-joshi,CHANGES_REQUESTED,"One minor test style thing.

Take a look at the auto-generated codecov warnings as well: it looks like there might be some parameter combinations not being covered by your tests. They might be false positives (if you set a breakpoint in one of the branches and it gets hit, then it probably is), but double check just to make sure",2025-05-30T20:42:48Z
7585,sfc-gh-vrpatel,sfc-gh-joshi,CHANGES_REQUESTED,,2025-06-03T18:27:55Z
7585,sfc-gh-vrpatel,sfc-gh-joshi,COMMENTED,,2025-06-05T18:40:22Z
7585,sfc-gh-vrpatel,sfc-gh-vrpatel,COMMENTED,,2025-06-05T22:48:39Z
7585,sfc-gh-vrpatel,sfc-gh-joshi,APPROVED,"Changes LGTM, but it looks like CI for the Python engine is failing (https://github.com/modin-project/modin/actions/runs/15478865456/job/43580614471?pr=7585). You might need to expand the conditions for the xfail even more.",2025-06-06T18:32:27Z
7584,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,"Should the linked issue be #7582 instead, and do we have tests that explicitly call `np.array` on a series? Otherwise LGTM.",2025-05-24T01:45:46Z
7581,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,,2025-05-23T18:39:08Z
7579,sfc-gh-joshi,sfc-gh-mvashishtha,CHANGES_REQUESTED,Thanks for the fix. I am requesting one small change.,2025-05-22T19:32:16Z
7579,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-05-22T21:37:15Z
7579,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-22T23:46:01Z
7577,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-20T22:18:38Z
7575,sfc-gh-mvashishtha,github-advanced-security[bot],COMMENTED,,2025-05-16T23:59:30Z
7575,sfc-gh-mvashishtha,github-advanced-security[bot],COMMENTED,,2025-05-19T20:20:54Z
7575,sfc-gh-mvashishtha,sfc-gh-joshi,CHANGES_REQUESTED,,2025-05-19T23:21:07Z
7575,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-19T23:58:57Z
7575,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,"LGTM, assuming tests pass. CodeQL alerts look like false positives, but you should double check.",2025-05-20T00:04:55Z
7574,sfc-gh-joshi,github-advanced-security[bot],COMMENTED,,2025-05-16T18:11:21Z
7574,sfc-gh-joshi,sfc-gh-mvashishtha,COMMENTED,,2025-05-16T21:12:02Z
7574,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-05-16T21:22:13Z
7574,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-05-16T21:34:24Z
7574,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-19T21:26:59Z
7572,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-15T21:16:46Z
7570,mpeleshenko,sfc-gh-joshi,APPROVED,"Thanks for the PR. CI failure looks unrelated, I'll investigate.",2025-05-15T19:19:16Z
7567,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-14T01:42:57Z
7565,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,,2025-05-08T19:25:00Z
7563,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,,2025-05-08T19:24:42Z
7563,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-08T19:34:38Z
7561,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-06T22:32:35Z
7561,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-06T23:59:13Z
7561,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-07T19:32:50Z
7561,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-07T22:41:26Z
7561,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-07T22:45:57Z
7561,sfc-gh-jkew,sfc-gh-joshi,APPROVED,,2025-05-07T22:46:15Z
7561,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-08T03:38:29Z
7560,sfc-gh-mvashishtha,sfc-gh-jkew,APPROVED,,2025-05-05T17:24:52Z
7558,sfc-gh-joshi,github-advanced-security[bot],COMMENTED,,2025-05-02T20:17:26Z
7558,sfc-gh-joshi,sfc-gh-jkew,APPROVED,"It's easy to get pretty bike-sheddy on this type of change. Take my suggestion or leave it, but this may be a matter of taste that we just have to use for a bit to understand whether we like longer or shorter strings, etc.",2025-05-06T22:20:42Z
7558,sfc-gh-joshi,sfc-gh-joshi,COMMENTED,,2025-05-06T22:24:49Z
7558,sfc-gh-joshi,sfc-gh-mvashishtha,COMMENTED,I have 1 optional nit,2025-05-06T23:16:27Z
7558,sfc-gh-joshi,sfc-gh-mvashishtha,APPROVED,,2025-05-06T23:21:53Z
7556,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,,2025-05-02T19:26:52Z
7554,sfc-gh-mvashishtha,sfc-gh-joshi,COMMENTED,,2025-05-02T19:29:13Z
7554,sfc-gh-mvashishtha,sfc-gh-mvashishtha,COMMENTED,,2025-05-02T19:43:39Z
7554,sfc-gh-mvashishtha,sfc-gh-joshi,APPROVED,Do we need to add assertions on the pin status of the output of a groupby? Otherwise LGTM.,2025-05-02T19:51:22Z
7550,sfc-gh-jkew,github-advanced-security[bot],COMMENTED,,2025-05-01T20:45:20Z
7550,sfc-gh-jkew,devin-petersohn,COMMENTED,,2025-05-01T20:52:18Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T20:55:43Z
7550,sfc-gh-jkew,sfc-gh-joshi,COMMENTED,,2025-05-01T20:58:37Z
7550,sfc-gh-jkew,sfc-gh-dpetersohn,COMMENTED,,2025-05-01T21:00:10Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T21:01:28Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T21:03:38Z
7550,sfc-gh-jkew,sfc-gh-jkew,COMMENTED,,2025-05-01T22:06:42Z
